vfid,RA,DEC,vr,radius,objname
VFID1423,145.97096,49.010487,2989.4,33.27725,SDSSJ094353.03+490037.7
VFID1424,210.86995,48.96477,2000.1,36.52489,SDSSJ140328.79+485753.0
VFID1425,169.75734,48.95424,2069.5,8.592534,PGC2329720
VFID1426,213.94371,48.906853,1983.5,11.943215,PGC2328507
VFID1427,138.20137,48.904816,662.4,12.249581,SDSSJ091248.34+485417.3
VFID1428,221.83757,48.901295,2232.3,14.829321,PGC140374
VFID1429,179.5478,48.88117,833.1,20.51735,PGC037662
VFID1430,218.09937,48.877285,2265.4,8.33914,SDSSJ143223.88+485238.0
VFID1431,231.8335,48.873577,2494.8,20.898796,SDSSJ152720.05+485224.9
VFID1432,176.10382,48.835506,900.3,35.902214,UGC06713
VFID1433,126.68362,48.808716,3091.2,32.81869,UGC04401
VFID1434,164.6351,48.78149,699.8,19.01609,UGC06055
VFID1435,210.93633,48.766323,756.8,9.707809,PGC2325111
VFID1436,218.87369,48.741554,2168.2,109.931274,NGC5689
VFID1437,177.15912,48.710766,961.8,80.74604,NGC3893
VFID1438,212.62173,48.69424,2035.5,13.541977,SDSSJ141029.22+484139.3
VFID1439,138.96693,48.688847,2776.7,6.4583454,PGC2323268
VFID1440,177.94849,48.683144,974.2,41.031864,NGC3928
VFID1441,169.61537,48.682243,2615.5,12.1652565,PGC2323111
VFID1442,177.23471,48.67477,918.1,42.473812,NGC3896
VFID1443,145.46596,48.671062,2594.4,45.82698,UGC05172
VFID1444,218.68784,48.669724,2276.9,19.369627,NGC5682
VFID1445,223.65092,48.668743,2261.1,22.615868,SDSSJ145436.25+484007.0
VFID1446,138.81517,48.66488,2775.3,18.160227,UGC04874
VFID1447,139.44246,48.66191,2775.8,25.300043,SDSSJ091746.17+483942.6
VFID1448,135.0173,48.62784,2948.8,4.3663774,SDSSJ090004.16+483740.9
VFID1449,219.37175,48.62366,2309.4,31.125853,UGC09426
VFID1450,123.16468,48.612614,525.5,12.915798,PGC2321523
VFID1451,198.7136,48.600765,2591.2,16.486227,SDSSJ131451.25+483602.8
VFID1452,138.71536,48.5939,2786.2,15.889903,UGC04868
VFID1453,219.04662,48.584976,2284.4,47.002533,NGC5693
VFID1454,140.66937,48.576347,746.8,26.18914,PGC026513
VFID1455,147.32683,48.563774,1841.1,9.820221,PGC028238
VFID1456,212.5635,48.546085,1905.3,27.677143,NGC5500
VFID1457,219.25658,48.544926,2198.5,29.656593,NGC5700
VFID1458,177.73381,48.531643,1127.4,16.448309,PGC2319584
VFID1459,176.35724,48.485188,892,8.455149,PGC2318533
VFID1460,173.5161,48.47703,3057,15.951704,SDSSJ113403.90+482837.3
VFID1461,167.65123,48.46447,2298.7,12.709289,PGC2318077
VFID1462,111.91366,48.445892,935.3,26.310024,UGC03853
VFID1463,210.19865,48.44388,2074.3,47.437443,NGC5425
VFID1464,200.78687,48.430504,2389.3,13.618249,SDSSJ132308.85+482549.7
VFID1465,177.41885,48.426014,963.9,41.41153,NGC3906
VFID1466,213.78604,48.42582,2043.9,15.385841,PGC2317193
VFID1467,168.43918,48.401554,1994.6,12.249581,PGC2316668
VFID1468,141.56926,48.3933,691.2,15.744224,SDSSJ092616.63+482335.9
VFID1469,246.53468,48.366787,2413.7,39.821835,NGC6155
VFID1470,225.20297,48.360855,2541.9,22.393463,UGC09657
VFID1471,175.74858,48.35682,3092.8,19.820803,SDSSJ114259.64+482124.4
VFID1472,145.11258,48.337666,770.8,19.775217,UGC05151
VFID1473,173.428,48.334675,3036.4,7.854549,PGC2315215
VFID1474,242.79794,48.334465,2828.4,13.125663,PGC101536
VFID1475,179.17554,48.33395,982.9,33.738148,NGC3985
VFID1476,195.83885,48.330826,2521.8,20.096539,PGC045088
VFID1477,168.5643,48.326214,2183.9,13.400508,PGC2315061
VFID1478,225.38524,48.31979,2557.6,50.830135,UGC09665
VFID1479,168.54544,48.318474,2110.6,67.16164,NGC3583
VFID1480,212.55502,48.317726,1999.9,15.385841,UGC09068
VFID1481,213.5068,48.30931,2052.6,20.012178,SDSSJ141401.62+481833.7
VFID1482,178.13934,48.293045,1081.5,10.942618,PGC2314360
VFID1483,197.64032,48.279846,2639.2,10.742893,PGC2314081
VFID1484,175.03796,48.258224,3036.7,7.890804,PGC2313654
VFID1485,177.70856,48.25146,811.2,8.772457,PGC037045
VFID1486,191.59726,48.2352,899.5,24.553944,PGC043081
VFID1487,247.71822,48.23123,2711.8801,9.71531,
VFID1488,198.52704,48.156204,2526,26.799164,UGC08316
VFID1489,198.16223,48.155098,2502.2,6.3550835,PGC2311534
VFID1490,204.99794,48.146206,1677.5,25.243229,SDSSJ133959.46+480846.9
VFID1491,185.07286,48.137653,807.3,32.59277,UGC07392
VFID1492,183.94328,48.131,700.5,30.769558,NGC4218
VFID1493,225.35385,48.1077,3212.1,9.956834,PGC140462
VFID1494,219.08946,48.066326,2493,7.7111874,PGC2309848
VFID1495,245.511,48.027294,2433.1,9.039018,PGC2309058
VFID1496,212.25734,48.01345,2325.1,10.767658,PGC2308809
VFID1497,184.38342,47.9952,687.4,16.486227,PGC2308426
VFID1498,212.11574,47.97037,2098.9,28.715822,UGC09046
VFID1499,212.95663,47.966373,2117.7,17.14436,PGC050687
VFID1500,177.74835,47.96374,942.4,11.146057,SDSSJ115059.60+475749.4
VFID1501,159.86201,47.947117,854.9,39.63887,UGC05791
VFID1502,159.94615,47.93256,1539.1,29.656593,UGC05798
VFID1503,174.43376,47.893124,719.9,87.72457,NGC3769
VFID1504,205.45644,47.888905,2237.8,30.417341,UGC08676
VFID1505,184.04881,47.883274,916.8,100.48963,NGC4220
VFID1506,174.45941,47.8818,750,34.28635,NGC3769A
VFID1507,139.65239,47.872353,1993.3,44.373253,UGC04922
VFID1508,155.60606,47.87178,1617.7,10.917451,SDSSJ102225.42+475218.3
VFID1509,136.22673,47.864677,2721.9,9.508702,SDSSJ090454.43+475152.7
VFID1510,178.42384,47.85877,800,67.78307,NGC3949
VFID1511,124.50604,47.852608,3107.4,32.894344,UGC04307
VFID1512,185.20178,47.825966,762.2,29.931002,UGC07401
VFID1513,135.2437,47.795338,3127.8,30.628185,PGC025324
VFID1514,145.08163,47.777218,546.3,5.795905,PGC027595
VFID1515,180.14745,47.773952,569,18.41286,PGC037862
VFID1516,160.55923,47.76672,1528.1,22.188158,PGC031888
VFID1517,154.02245,47.765423,3248.5,10.693534,PGC2304005
VFID1518,204.13033,47.737183,2282.8,29.656593,UGC08601
VFID1519,149.72253,47.73684,1169.4,39.456745,UGC05354
VFID1520,161.03246,47.711674,1535.6,9.820221,SDSSJ104407.79+474242.1
VFID1521,159.6071,47.710136,1577.3,10.402105,PGC2302994
VFID1522,159.10431,47.69814,1557.6,7.0814347,PGC2302764
VFID1523,175.31934,47.690834,3152,60.830482,NGC3811
VFID1524,215.64633,47.662937,2148.7,9.707809,PGC2302135
VFID1525,213.44206,47.65823,2054.4246,31.881159,
VFID1526,182.89586,47.657547,751.6,11.094846,PGC2302037
VFID1527,165.51344,47.646267,1932,9.335149,PGC2301841
VFID1528,149.82777,47.61624,1099.7,21.189528,PGC3095910
VFID1529,177.2311,47.582684,962.6,14.863505,PGC2300734
VFID1530,219.081,47.56512,733.8,23.139538,SDSSJ143619.44+473354.6
VFID1531,159.88506,47.53266,2559.3,46.561142,SDSSJ103932.45+473157.3
VFID1532,167.16454,47.53161,1422.8,14.325878,PGC2299889
VFID1533,135.88104,47.508247,2265.4,10.141945,PGC2299449
VFID1534,183.96486,47.504715,660.2,14.42518,PGC2299404
VFID1535,176.53246,47.494713,902.4,161.48094,NGC3877
VFID1536,181.50476,47.478455,563.7,169.4811,NGC4096
VFID1537,173.28242,47.45875,1475,10.402105,PGC2298580
VFID1538,184.8884,47.451485,771.7,9.421526,PGC166129
VFID1539,173.15596,47.44965,1420.4,8.772457,PGC2298394
VFID1540,168.85646,47.447098,2200.7,45.406837,NGC3595
VFID1541,143.2063,47.422024,619.4295,29.351475,
VFID1542,213.40363,47.405872,2144.5,14.693364,PGC2297601
VFID1543,136.16731,47.40428,2248.1,13.095475,PGC025485
VFID1544,159.90215,47.397926,2325.4,58.3608,NGC3320
VFID1545,149.50385,47.324535,503.1,30.069157,UGC05348
VFID1546,119.51819,47.321663,2466,19.775217,PGC022331
VFID1547,232.68492,47.31894,2563.9,30.487461,UGC09880
VFID1548,179.65742,47.261246,905,92.07066,NGC4010
VFID1549,209.06944,47.23565,1795.6,109.17451,NGC5377
VFID1550,237.63667,47.225266,2618,100,PGC140539
VFID1551,160.79036,47.216087,2332.9,11.431974,PGC2294375
VFID1552,108.11938,47.166878,969.6,61.961403,NGC2344
VFID1553,174.09927,47.158092,3051.1,5.97202,SDSSJ113623.82+470929.0
VFID1554,133.66867,47.104702,1763.5,42.669865,UGC04659
VFID1555,111.67792,47.093945,3033,41.891052,UGC03845
VFID1556,183.9622,47.091896,1005,166.00504,NGC4217
VFID1557,192.80759,47.069614,572,100,PGC2832122
VFID1558,245.19756,47.064983,3032.8,12.945572,PGC2291782
VFID1559,244.07458,47.045322,717.1,76.58104,UGC10310
VFID1560,203.32722,47.040962,2638.3,8.79268,SDSSJ133318.53+470227.5
VFID1561,244.09805,47.033997,711.2,10.66894,PGC101538
VFID1562,173.33821,47.029083,863.5,169.4811,NGC3726
VFID1563,192.60593,47.02566,807.3,36.912468,SDSSJ125025.42+470132.3
VFID1564,236.34665,47.025253,2717,10.86729,SDSSJ154523.20+470130.7
VFID1565,209.4477,47.02096,2095.7,7.196499,SDSSJ135747.45+470115.6
VFID1566,151.829,47.006493,631.6,57.95905,UGC05451
VFID1567,185.86646,46.993813,775.3,99.11086,NGC4346
VFID1568,182.98206,46.981808,985.4,28.914871,PGC038855
VFID1569,239.26846,46.977425,2662.4,12.506082,PGC2290298
VFID1570,248.66618,46.960396,2452.2,16.948109,PGC101540
VFID1571,184.49754,46.94281,1149,8.533383,SDSSJ121759.40+465634.3
VFID1572,202.1386,46.927162,2714.3,51.182472,IC4263
VFID1573,224.67093,46.916744,2679.5,8.319961,PGC2289339
VFID1574,122.69888,46.912426,3124.5,30.069157,UGC04258
VFID1575,227.17595,46.906967,1927.2,16.87024,PGC2289184
VFID1576,161.94626,46.879326,1490.3,8.47464,PGC2288707
VFID1577,177.98856,46.81702,3254.8,22.496826,PGC037148
VFID1578,211.95586,46.80669,691.2,17.828764,SDSSJ140749.40+464824.2
VFID1579,202.15065,46.767815,2437.8,12.6217985,PGC2286797
VFID1580,189.91394,46.7487,2336,12.334492,SDSSJ123939.36+464455.1
VFID1581,271.05856,46.737423,1565,27.423397,UGC11109
VFID1582,184.00926,46.73284,1061.6,27.109484,PGC039216
VFID1583,162.22412,46.720703,738,27.109484,UGC05917
VFID1584,161.73346,46.70989,2310.5,25.300043,PGC032201
VFID1585,116.022995,46.709534,3105.8,7.485625,SDSSJ074405.51+464234.2
VFID1586,125.56574,46.691776,2179.7,15.6718855,PGC2285534
VFID1587,214.48515,46.684513,2047.9,8.130575,SDSSJ141756.43+464104.3
VFID1588,202.34967,46.67965,2805.4,10.283033,SDSSJ132923.89+464046.0
VFID1589,202.04184,46.672134,2414.6,45.302406,NGC5169
VFID1590,202.54755,46.670807,2467.6,60.830482,NGC5198
VFID1591,219.54796,46.638298,2238.4,85.13757,NGC5714
VFID1592,174.9533,46.619865,710.7,14.22726,PGC2284287
VFID1593,178.67174,46.610107,1009.8,6.747164,PGC2284119
VFID1594,202.10533,46.59161,2421.3,32.970177,NGC5173
VFID1595,203.1903,46.58529,2565.5,8.377631,SDSSJ133245.69+463506.8
VFID1596,202.46326,46.58236,2775.8,10.66894,SDSSJ132951.17+463456.9
VFID1597,242.41095,46.571724,2913.7,34.923782,SDSSJ160938.64+463418.0
VFID1598,226.35956,46.565266,2506.2,36.48558,UGC09703
VFID1599,205.48317,46.55292,2526.6,22.915073,SDSSJ134155.93+463310.4
VFID1600,203.71492,46.54446,2686.1,9.356668,PGC2283026
VFID1601,140.72357,46.53425,3006.7,20.51735,PGC026555
VFID1602,193.65742,46.531155,863,49.44487,NGC4800
VFID1603,216.20795,46.528038,2306.9,9.3998575,PGC2282744
VFID1604,174.83644,46.513557,744,41.602676,NGC3782
VFID1605,202.31383,46.502403,2560.6,24.050343,PGC047323
VFID1606,202.1402,46.499886,2559.6,27.613487,PGC047274
VFID1607,175.01407,46.480316,736,20.99526,PGC166114
VFID1608,122.78575,46.465675,2259.3,22.239307,UGC04260
VFID1609,179.70709,46.464794,792.4,20.99526,SDSSJ115849.68+462753.0
VFID1610,233.23798,46.452435,653,29.384699,UGC09893
VFID1611,207.521,46.450424,1809.5,8.894494,PGC2281417
VFID1612,149.77391,46.447365,608.2,40.591038,SDSSJ095905.73+462650.5
VFID1613,166.4238,46.4137,1799,1.4497966,PGC3096015
VFID1614,175.34154,46.393158,747.1,25.416822,PGC036272
VFID1615,241.29599,46.391926,2853.3,14.325878,PGC3087595
VFID1616,151.69453,46.384552,2400.9,21.385592,PGC082584
VFID1617,220.86142,46.382454,3134.3,8.262686,PGC2280240
VFID1618,123.321655,46.372234,2267.1,17.74685,PGC023043
VFID1619,183.66661,46.3533,583,100,[SLY2014]J121440.0+462112
VFID1620,208.69557,46.334602,1674.3,21.58347,SDSSJ135446.92+462005.1
VFID1621,249.1294,46.324463,2466.8,39.625732,SDSSJ163631.04+461928.0
VFID1622,214.82236,46.320053,2018.9,17.624681,PGC051162
VFID1623,210.4903,46.311882,1895.8,38.205093,NGC5439
VFID1624,243.3857,46.30365,659.4,3.1197605,SDSSJ161332.57+461813.1
VFID1625,208.51968,46.300526,2152.2,22.239307,SDSSJ135404.74+461802.0
VFID1626,152.56242,46.295578,1099.3,6.872603,PGC2278740
VFID1627,185.15894,46.29171,530.9,51.064754,NGC4288
VFID1628,210.01357,46.28683,2119.7,12.6217985,PGC2278603
VFID1629,202.20737,46.262386,2621.1,25.416822,PGC047295
VFID1630,229.66829,46.259144,1872.9,9.143685,PGC2278109
VFID1631,215.30511,46.25504,2228.3,11.24919,PGC2278047
VFID1632,158.80035,46.236748,504.8,8.243683,PGC2277751
VFID1633,202.99084,46.218693,2449.6,10.595495,SDSSJ133157.79+461307.3
VFID1634,204.0652,46.200054,2434,38.469917,UGC08597
VFID1635,202.90706,46.150898,2581.9,29.862162,PGC047559
VFID1636,216.86821,46.146523,2325.8,32.667904,NGC5633
VFID1637,168.84088,46.132965,2943.7,9.143685,PGC2275958
VFID1638,168.60281,46.132538,2225.8,17.183882,PGC2275942
VFID1639,230.30185,46.131317,1909.4,8.572772,SDSSJ152112.45+460752.7
VFID1640,168.91945,46.127945,2892,16.448309,PGC034341
VFID1641,175.14824,46.12428,842.7,16.03693,SDSSJ114035.59+460727.4
VFID1642,172.35107,46.113873,1554,23.995028,PGC166112
VFID1643,168.96046,46.110714,2909.4,7.782538,PGC2275567
VFID1644,206.60277,46.10716,1505.7,118.88341,NGC5301
VFID1645,167.49304,46.09472,1392.1,28.321827,UGC06205
VFID1646,184.1755,46.07885,706.3,49.78761,UGC07301
VFID1647,236.19025,46.078197,2586.6,28.914871,UGC10010
VFID1648,154.67924,46.04561,566,17.66531,PGC030114
VFID1649,126.82515,46.032642,2205.2,13.308259,SDSSJ082718.00+460157.3
VFID1650,163.36523,46.019672,721.5,26.984928,UGC06005
VFID1651,204.87044,46.015453,2426.2,40.562176,UGC08642
VFID1652,236.62798,45.9983,2668.6,14.5922165,PGC056006
VFID1653,209.24191,45.973244,2059.1,30.982841,UGC08876
VFID1654,126.518234,45.967617,2129.4,47.766262,UGC04393
VFID1655,175.02782,45.942917,849,64.13886,UGC06628
VFID1656,203.92804,45.92953,1445.9,36.151077,UGC08588
VFID1657,184.6672,45.90972,1038,10.967844,PGC2272312
VFID1658,185.06766,45.90844,736.9,30.840488,UGC07391
VFID1659,178.38745,45.906067,803.4,9.5306225,PGC2272248
VFID1660,140.29501,45.88776,1874.7,18.885185,PGC026465
VFID1661,210.54295,45.86259,2111.1,23.611374,PGC2800847
VFID1662,203.31136,45.83734,1329.6,23.77504,UGC08538
VFID1663,177.69563,45.80723,792.7,52.134026,UGC06818
VFID1664,169.6623,45.789326,2265.8,17.74685,SDSSJ111838.95+454721.8
VFID1665,203.74254,45.779976,2584.3,22.704987,PGC047874
VFID1666,130.72438,45.775547,2054,9.143685,PGC3087634
VFID1667,169.5889,45.74821,2328.9,75.01036,NGC3614
VFID1668,245.89616,45.745438,1844.9,28.981525,UGC10370
VFID1669,123.49537,45.741825,557.8,86.52094,IC2233
VFID1670,179.71866,45.73748,1169.7,13.462361,SDSSJ115852.46+454414.6
VFID1671,130.84102,45.735985,1959.9,37.854828,UGC04543
VFID1672,202.20364,45.729885,2557,21.484303,PGC047301
VFID1673,125.28323,45.699215,2176.2,9.08074,PGC2269104
VFID1674,169.61108,45.68991,2260.7,7.872656,PGC2268959
VFID1675,186.39441,45.685192,713.3,75.18328,NGC4389
VFID1676,210.57458,45.681442,766,11.043869,PGC2268822
VFID1677,255.87654,45.67985,2079.4417,5.3474526,
VFID1678,180.37936,45.625164,2053.4236,32.959667,
VFID1679,184.37569,45.619194,516.3,114.056816,NGC4242
VFID1680,135.01501,45.573853,1916.2,24.272877,SDSSJ090003.59+453425.8
VFID1681,140.47986,45.56783,2845.7,6.9043255,PGC2267057
VFID1682,154.97885,45.549725,661.5,193.69627,NGC3198
VFID1683,217.55074,45.542305,2344.7,16.03693,PGC051821
VFID1684,201.44286,45.54002,2640.3,10.402105,PGC2266581
VFID1685,239.2742,45.52148,2565.7,14.932113,SDSSJ155705.81+453117.3
VFID1686,150.01956,45.519882,1733.6,24.272877,PGC028916
VFID1687,177.57832,45.486588,3250.3,12.109362,SDSSJ115018.79+452911.8
VFID1688,177.5518,45.478687,3179.4,13.125663,PGC036991
VFID1689,201.8524,45.43865,1263.5,22.341959,PGC047160
VFID1690,217.14445,45.43204,2445.5,14.89777,PGC2264856
VFID1691,232.9705,45.43072,1866.5,16.638771,PGC055327
VFID1692,238.83134,45.425373,1871.3,32.293957,UGC10095
VFID1693,170.07085,45.389595,689.8,1.7787759,SDSSJ112017.00+452322.5
VFID1694,202.41135,45.38787,1293.4,30.69879,UGC08489
VFID1695,215.63457,45.3834,685.8,18.92872,UGC09211
VFID1696,154.70328,45.360325,742,11.943215,SDSSJ101848.78+452137.2
VFID1697,133.3994,45.335526,1887,20.329245,UGC04648
VFID1698,136.40395,45.32237,2012.3,24.49747,UGC04762
VFID1699,154.11754,45.32156,1655.6,14.966535,PGC030005
VFID1700,169.61766,45.31278,2791,13.095475,PGC2262856
VFID1701,136.14084,45.29209,1838.8,44.990543,UGC04753
VFID1702,242.41179,45.278538,1821.9,16.448309,SDSSJ160938.84+451642.6
VFID1703,168.11296,45.265915,2966.8,20.28249,PGC034095
VFID1704,162.06665,45.20573,3255.2,24.49747,PGC032290
VFID1705,180.68217,45.19107,709,28.06217,UGC07022
VFID1706,219.43,45.185707,2984.8,21.633224,PGC052276
VFID1707,236.29878,45.1782,2620.6,11.559588,SDSSJ154511.81+451041.0
VFID1708,167.1349,45.173332,3028.2,9.018229,SDSSJ110832.35+451024.2
VFID1709,178.96582,45.16266,1048.1,13.125663,PGC2260100
VFID1710,165.45656,45.148014,3163.9,21.336405,SDSSJ110149.56+450852.8
VFID1711,276.50278,45.13556,2322,35.819645,UGC11235
VFID1712,150.95268,45.08267,2763.4,6.6699295,PGC2790903
VFID1713,245.70804,45.071415,3131,4.2181425,PGC3130829
VFID1714,235.96252,45.066837,2618.6,17.342882,SDSSJ154351.01+450400.6
VFID1715,125.61171,45.044273,1153.8,100,SDSSJ082226.81+450239.3
VFID1716,216.77733,45.043713,2595.6,7.927226,PGC140323
VFID1717,173.04585,45.01846,3061.8,7.587894,PGC2257202
VFID1718,234.35924,45.018135,2624.8,27.109484,PGC055630
VFID1719,145.01363,44.992123,1369.4,7.9455004,PGC2256640
VFID1720,192,44.983334,1157.9,100,WSRT-CVN55
VFID1721,168.54787,44.968132,2207.8,10.283033,SDSSJ111411.48+445805.2
VFID1722,138.0605,44.95487,2622.1,64.13886,NGC2776
VFID1723,218.863,44.950176,3065.6,17.543703,SDSSJ143527.13+445700.7
VFID1724,229.81256,44.916245,2580.9,43.966434,UGC09815
VFID1725,134.87692,44.913933,1818,87.926796,NGC2712
VFID1726,202.78497,44.902084,1302.8,10.048964,SDSSJ133108.40+445407.3
VFID1727,204.20554,44.88148,2637.6,19.820803,UGC08611
VFID1728,187.18993,44.864143,527.5747,87.9467,
VFID1729,216.63129,44.86232,2357.7,31.054264,UGC09251
VFID1730,166.43701,44.8321,771.72754,19.26742,
VFID1731,189.91121,44.821125,553.8,31.125853,UGC07827
VFID1732,216.72969,44.816532,2596.6,7.6404905,PGC2252667
VFID1733,184.36894,44.811253,538.6,28.649778,UGC07320
VFID1734,184.81279,44.80054,922.9,12.362926,SDSSJ121915.07+444801.8
VFID1735,204.38637,44.7935,2720.3,14.5922165,SDSSJ133732.72+444736.3
VFID1736,203.81749,44.761383,2638.2,29.588385,UGC08577
VFID1737,187.7752,44.746956,956.3,9.865549,PGC2251075
VFID1738,141.5162,44.733917,3137,12.306123,SDSSJ092603.87+444401.9
VFID1739,179.9939,44.718594,1169.5,17.993732,PGC166118
VFID1740,239.80205,44.71646,1854.2,18.455307,SDSSJ155912.48+444259.2
VFID1741,217.31027,44.699024,2409.6,36.569687,PGC051753
VFID1742,225.28882,44.698177,600.3,21.434889,UGC09660
VFID1743,140.586,44.692894,864.80023,33.438305,
VFID1744,150.96031,44.686024,1662.4,9.640982,PGC2249769
VFID1745,224.90942,44.672997,682.7,10.354312,PGC2249481
VFID1746,204.14034,44.599163,2565,27.677143,UGC08603
VFID1747,204.30779,44.590958,2754.9,17.631327,SDSSJ133713.96+443527.4
VFID1748,210.30684,44.58835,2126.8,13.935458,SDSSJ140113.63+443518.1
VFID1749,204.37402,44.584843,2478.7,11.888341,SDSSJ133729.74+443505.6
VFID1750,162.82521,44.571835,1800,14.5922165,UGC05953
VFID1751,178.74155,44.559666,773.8,7.032686,PGC2246960
VFID1752,220.29703,44.559307,3241.1,9.596685,PGC2246952
VFID1753,140.76285,44.554905,2716.1,34.28635,UGC04982
VFID1754,180.79042,44.531216,704.3,177.06032,NGC4051
VFID1755,220.38335,44.512753,3270.7,45.094257,UGC09476
VFID1756,141.97842,44.506123,2640.7,19.729734,PGC026857
VFID1757,163.60068,44.50053,2432,10.118619,PGC2245659
VFID1758,220.32146,44.478813,3224.2,22.809788,PGC052468
VFID1759,217.46234,44.447628,2759.3,19.369627,UGC09324
VFID1760,201.36496,44.437813,1232.4,9.707809,SDSSJ132527.59+442616.0
VFID1761,177.37889,44.409256,801.9,8.833265,PGC2243722
VFID1762,192.37932,44.359283,513.9,17.66531,SDSSJ124931.04+442133.3
VFID1763,151.91579,44.30444,2370.4,26.310024,SDSSJ100739.81+441815.9
VFID1764,183.9046,44.286175,892.5,20.470161,SDSSJ121537.11+441710.2
VFID1765,279.8059,44.253216,2227,31.125853,UGC11321
VFID1766,135.99094,44.25007,1873.1,28.583885,SDSSJ090357.83+441500.1
VFID1767,234.18747,44.236763,2613,42.473812,UGC09936
VFID1768,178.8045,44.21904,617.6,13.277651,PGC2239372
VFID1769,179.73683,44.1928,686.7,25.1838,PGC037725
VFID1770,172.77795,44.184105,3053.7,11.970747,SDSSJ113106.69+441102.6
VFID1771,224.75826,44.17599,638.6,15.001036,SDSSJ145901.96+441033.4
VFID1772,178.80952,44.14991,730.7,20.42308,PGC037401
VFID1773,208.89536,44.131016,2247.5,8.652095,SDSSJ135534.89+440751.5
VFID1774,178.20586,44.120773,808.2,161.85318,NGC3938
VFID1775,178.77492,44.103012,627.7,10.4260845,SDSSJ115506.04+440611.8
VFID1776,204.30836,44.09606,2634.1,9.443245,PGC2236491
VFID1777,183.22989,44.090946,968.7,7.7467804,PGC2236392
VFID1778,218.43927,44.08218,3048.2,20.470161,UGC09377
VFID1779,168.37105,44.074783,685.2,9.574614,PGC2236002
VFID1780,238.28926,44.04706,2591.2,12.27782,PGC2235292
VFID1781,237.234,43.986027,690.47876,15.974593,
