t1_vfid,t1_ra,t1_dec,t1_vr,t1_radius,t1_objname,flux_g,flux_r,flux_w1,flux_w2,flux_w3,flux_w4,flux_z,dist_arcsec
VFID0206,184.67946,65.898285,2529.4,116.17729,NGC4256,14947.2,28559.4,57874.9,32212.9,27157.6,26273.6,59878.2,0.476563694946408
VFID0206,184.67946,65.898285,2529.4,116.17729,NGC4256,0,0,0,0,0,0,0,0.098370430037114
VFID0207,184.66995,65.867,2775.2,14.89777,PGC213973,322.3,624.929,478.458,248.828,95.2536,329.567,924.676,0.0642355051656112
VFID0207,184.66995,65.867,2775.2,14.89777,PGC213973,0,0,0,0,0,0,0,0.0431751768489247
VFID0208,185.69485,65.84379,2764.7,59.172684,NGC4332,6958.18,15788.6,32449.7,22078.1,150130,533194,27160.8,0.0739288835205978
VFID0209,162.52296,65.83764,3245.6,11.725226,PGC3097669,226.055,434.295,357.747,188.151,36.5435,-1320.29,661.638,0.140848481547482
VFID0209,162.52296,65.83764,3245.6,11.725226,PGC3097669,0,0,0,0,0,0,0,0.150729127145135
VFID0210,184.20743,65.82991,2626.7,33.738148,PGC039359,1030.99,2203.57,2940.73,1685.69,2760.67,2516.27,3933.32,0.0491375556242824
VFID0211,162.76251,65.781555,3231.6,27.047134,NGC3392,2083.99,4507.68,5781.84,3234.58,2481.49,4910.28,7886.69,0.0143873724011338
VFID0211,162.76251,65.781555,3231.6,27.047134,NGC3392,0,0,0,0,0,0,0,0.00278965587905039
VFID0212,171.36143,65.76863,1118.6,9.911086,PGC3140053,87.1281,101.288,47.0061,29.4896,112.443,562.27,96.6015,0.317390933409619
VFID0213,185.55302,65.715935,2530.5,15.139839,PGC2679996,281.007,507.3,397.878,223.35,453.699,-274.186,744.318,0.0903644440651235
VFID0214,137.9743,65.71097,2738.1,11.698259,SDSSJ091153.82+654239.4,117.939,196.99,142.391,82.5814,47.8473,759.17,262.352,0.33266283933223
VFID0215,163.32658,65.70263,3278.3,29.452438,UGC05992,412.428,689.227,498.132,289.593,527.72,1688.87,937.505,0.084403400533817
VFID0216,162.83589,65.68187,3224.9,12.738587,SDSSJ105120.69+654054.5,71.0138,123.924,102.997,58.744,137.727,168.342,174.916,0.371951330952739
VFID0217,198.23041,65.635376,1585,10.165324,PGC2679292,126.33,139.913,55.1069,25.7065,-19.6116,-952.915,144.762,0.836334000713659
VFID0218,171.82356,65.60113,1234.4,9.865549,PGC3139974,74.3221,98.5008,46.9667,21.7143,54.3299,-342.441,113.755,0.280002178433295
VFID0219,182.39871,65.5951,1121.1,42.565586,SDSSJ120935.64+653541.4,52.4812,81.4253,42.9917,23.7238,63.9019,104.735,97.2252,0.216108721830792
VFID0219,182.39871,65.5951,1121.1,42.565586,SDSSJ120935.64+653541.4,52.5115,81.5141,42.4013,23.7411,64.5574,53.8821,96.3104,0.222284408203839
VFID0220,185.86823,65.55672,2779.1,10.354312,SDSSJ122328.31+653324.0,241.504,353.915,165.908,89.6412,-71.4854,575.711,440.69,0.943373473889642
VFID0221,160.2441,65.5152,3245.7,9.486833,PGC3139929,53.6624,82.7646,66.764,40.3211,102.133,-226.274,104.344,0.166811882477276
VFID0222,108.8631,65.4417,2479,27.297398,UGC03748,502.795,842.09,551.831,303.411,386.161,-34.2325,1125.34,0.23471373476694
VFID0227,206.46648,65.386024,1702.8,22.600666,PGC095619,476.202,781.383,448.066,205.927,301.005,567.435,982.982,0.64463893123798
VFID0229,155.4561,65.37028,3169.6,14.096824,SDSSJ102149.48+652212.5,126.372,193.886,96.1431,60.4306,-39.5124,-725.228,226.81,0.43902089635463
VFID0229,155.4561,65.37028,3169.6,14.096824,SDSSJ102149.48+652212.5,149.169,222.42,96.9536,60.0058,28.7545,-1364.16,245.166,0.671065109256906
VFID0231,155.73347,65.200836,3267.2,9.101673,PGC2675385,158.582,198.537,110.668,61.9456,72.2981,24.7863,210.863,0.290812963800582
VFID0233,182.02487,65.17418,1389,176.24681,NGC4125,87331.2,185725,276789,146835,66702.5,48196.2,280998,0.949464180365008
VFID0234,155.18057,65.1721,3289,36.151077,UGC05576,2712.95,5437.52,7032.94,4047.23,12996.9,24530.8,9146.7,0.0940879989967396
VFID0234,155.18057,65.1721,3289,36.151077,UGC05576,0,0,0,0,0,0,0,0.0924892028448856
VFID0235,183.09868,65.121574,1330.5,13.555678,SDSSJ121223.65+650717.8,76.7367,137.895,87.9708,49.1596,-2.95197,40.3683,178.96,0.204047614104641
VFID0235,183.09868,65.121574,1330.5,13.555678,SDSSJ121223.65+650717.8,76.2354,136.309,80.6377,46.1991,-30.4616,392.047,177.115,0.178257115664094
VFID0236,181.98601,65.11399,1416.1,15.45686,NGC4121,0,0,0,0,0,0,0,0.168460616043095
VFID0236,181.98601,65.11399,1416.1,15.45686,NGC4121,1993.13,4028.34,5066.63,2747.25,978.881,458.261,6199.11,0.197707976404606
VFID0237,158.14523,65.04109,1678.5,51.53725,NGC3259,4569.09,8170.58,8965.15,5361.03,23223.4,33731.8,13237.3,0.175972339891262
VFID0237,158.14523,65.04109,1678.5,51.53725,NGC3259,0,0,0,0,0,0,0,0.0588507520278388
VFID0238,186.32816,64.93352,1320.3,37.50777,NGC4391,4583.12,9411.66,10535.2,5594.27,2124.77,1571.84,15228.5,0.271072658148794
VFID0238,186.32816,64.93352,1320.3,37.50777,NGC4391,0,0,0,0,0,0,0,0.248729827893843
VFID0240,158.08717,64.86819,1728.9,8.262686,PGC2672385,56.5292,94.3572,65.2973,36.4033,24.437,-249.234,124.606,0.127563753817924
VFID0241,170.33626,64.85961,2865.9,8.224723,PGC3139579,89.3402,117.548,72.2537,44.1205,45.0036,296.556,134.354,0.413423963222313
VFID0242,186.83484,64.80154,2663.1,123.91425,NGC4441,4435.4,9051.84,15148.9,10438,70862,281924,14589.3,0.509200903584613
VFID0244,182.55228,64.76059,1350.4,32.293957,PGC038717,878.537,1548.12,1158.49,647.878,905.389,489.215,2074.07,0.240230624342736
VFID0245,158.32338,64.749374,1738.1,41.794704,NGC3266,5783.64,11906.7,12717.1,6845.17,2272.97,1282.13,20378.3,0.0310036690110713
VFID0245,158.32338,64.749374,1738.1,41.794704,NGC3266,0,0,0,0,0,0,0,0.0368583338708515
VFID0246,148.88097,64.71397,965.7,19.099077,SDSSJ095531.42+644250.4,6.26812,7.0875,5.74208,5.3718,73.6957,382.569,5.08001,0.680040731173966
VFID0247,186.1473,64.70967,1406,13.555678,PGC2670839,128.333,215.483,133.808,74.8816,65.5931,477.119,275.478,0.326939334228452
VFID0248,163.52248,64.70808,1791.4,19.509846,SDSSJ105405.39+644229.2,228.531,297.03,163.147,64.4923,-891.014,-2445.11,347.088,0.576241908410665
VFID0250,153.85823,64.63562,1650,11.806502,SDSSJ101525.94+643808.1,63.7852,86.8823,55.4025,35.4957,54.844,35.0836,101.866,0.496700474063613
VFID0251,191.50366,64.56937,2301.7,59.30909,UGC07941,3488.55,5511.95,3989.17,2154.34,4069.45,3421.65,7166.32,0.187472144789899
VFID0252,188.52586,64.56741,2783,34.524014,UGC07730,665.433,1044.18,515.72,227.001,548.682,-1250.65,1295.1,0.574089161510378
VFID0253,246.18013,64.5117,2764.7,28.914871,UGC10383,1111.87,1694.17,1121.52,604.197,1055.73,-1745.31,2292.78,0.890120730270692
VFID0254,158.34506,64.501625,3241.2,39.095005,UGC05727,1383.55,2326.74,2163.54,1242.12,5231.96,6589.14,3409.33,0.107728750424985
VFID0255,147.65044,64.488106,3075,33.583138,UGC05260,716.92,1632.44,2907.92,1740.49,6209.45,7803.84,3187.7,0.181175061548646
VFID0256,158.73276,64.47592,1828.2,9.820221,SDSSJ103455.82+642833.6,52.75,82.9411,53.3035,32.8915,41.6937,-889.996,99.3943,0.954434969025778
VFID0257,183.69765,64.45863,2593.6,12.534911,PGC039123,606.032,874.781,752.638,467.542,2593.82,5766.58,1099.47,0.0985717634483077
VFID0258,195.14545,64.44712,2089.3,20.99526,PGC044782,40.6495,42.3203,64.0557,60.4513,592.296,5190.39,31.0168,0.615442755438613
VFID0258,195.14545,64.44712,2089.3,20.99526,PGC044782,0,0,0,0,0,0,0,0.255725155300716
VFID0258,195.14545,64.44712,2089.3,20.99526,PGC044782,564.056,945.621,654.639,369.098,682.083,-1611.94,1239.59,0.403774353299584
VFID0259,181.13991,64.43745,1495.5,42.768227,NGC4081,4649.88,10241,20257.5,12557.2,60130,61047.4,18435.6,0.0569688859941923
VFID0259,181.13991,64.43745,1495.5,42.768227,NGC4081,7218.27,15280.5,19991.9,11544.9,40063,1833.82,27344.8,0.885407178339531
VFID0260,187.51903,64.41871,2606.3,8.914998,PGC2667884,55.43,104.401,72.2421,41.5301,-18.9006,-489.16,144.309,0.109501852497702
VFID0261,181.97314,64.38995,1387,10.283033,SDSSJ120753.55+642323.6,154.191,225.824,113.807,63.6884,-125.783,-255.952,270.596,0.022159500436678
VFID0262,180.65445,64.376465,1501,35.984978,UGC07020A,2329.11,4295.08,4300.73,2796.85,22755.5,8643.28,5961.32,0.243378555963587
VFID0262,180.65445,64.376465,1501,35.984978,UGC07020A,2308.57,4256.29,4277.29,2781.61,22582.6,9290.08,5905.12,0.242949866170221
VFID0262,180.65445,64.376465,1501,35.984978,UGC07020A,0,0,0,0,0,0,0,0.19446464694654
VFID0262,180.65445,64.376465,1501,35.984978,UGC07020A,0,0,0,0,0,0,0,0.19446464694654
VFID0263,207.97328,64.37284,1765.5,19.503891,PGC049221,738.607,857.81,491.177,334.887,1157.84,11054.3,771.319,0.614363836248102
VFID0264,240.61626,64.35342,1594,23.829847,PGC056796,876.141,1445.18,1223.17,716.396,2706.3,3907.88,2103.78,0.81226562050923
VFID0265,179.0295,64.35073,1410.4,21.140793,PGC2667196,257.019,488.597,353.979,201.494,465.508,2492.94,709.891,0.0799102388733106
VFID0266,177.65883,64.35037,3053.1,27.486614,UGC06814,212.576,306.878,156.001,81.5481,-58.4651,-544.74,314.316,0.176911106171471
VFID0267,177.75952,64.32712,3052.8,13.035307,PGC213887,626.84,911.664,385.824,167.253,-693.946,-3224.42,990.234,0.460777544489809
VFID0268,188.23154,64.30779,2774.1,21.140793,PGC041616,329.743,533.574,415.053,236.29,589.075,1953.73,717.203,0.646287382546178
VFID0269,155.45404,64.29979,525.1,17.38286,SDSSJ102148.93+641759.9,92.2995,151.885,72.7407,35.1588,-14.7247,-504.704,191.602,0.854002264339404
VFID0270,159.50677,64.26636,1680.4,15.853357,UGC05776,0,0,0,0,0,0,0,0.0545729260358815
VFID0270,159.50677,64.26636,1680.4,15.853357,UGC05776,2060.16,3714.91,3402.56,2181.91,14833.6,93740.7,5204.28,0.0552396834943066
VFID0271,251.23355,64.26501,2863.5,7.675758,PGC3139142,51.7784,79.9585,54.8416,31.086,29.2556,4.09101,104.42,0.114678241592686
VFID0272,180.93474,64.25803,2927.7,11.223318,PGC2666155,462.949,727.858,625.308,379.577,1679.02,4069.36,950.841,0.317446412091112
VFID0274,157.86172,64.25705,1716.6,10.498355,PGC2666144,105.804,170.149,105.08,56.3656,23.5226,-331.706,226.131,0.0331820616473224
VFID0276,140.37532,64.23866,1442.6,14.22726,NGC2820A,0,0,0,0,0,0,0,0.698711912108195
VFID0277,187.9467,64.23377,2732,43.764427,NGC4510,4150.68,7968.67,9800.32,5312.45,1780.82,2051.6,12083.1,0.11634913299897
VFID0279,171.92899,64.16705,2348.6,9.596685,PGC3139056,163.976,215.801,132.947,75.7943,183.334,144.748,237.872,0.244667811741921
VFID0281,171.71033,64.13815,983.7,51.41872,UGC06448,4041.43,6030.6,2626.01,1399.86,4367.47,-14563.4,7453.67,0.260746587557366
VFID0282,192.2753,64.13216,2266.3,13.6811075,PGC2664790,737.283,1231.34,1251.01,765.391,3198.73,5698.66,1753.8,0.162944440849042
VFID0284,154.87831,64.11901,1764.4,10.095347,SDSSJ101930.79+640708.4,146.871,219.555,126.406,71.7146,31.7026,1234.43,260.322,0.264100964499568
VFID0285,140.0849,64.10297,1733,101.653244,NGC2805,0,0,0,0,0,0,0,0.0810594260594441
VFID0285,140.0849,64.10297,1733,101.653244,NGC2805,28867.5,50313.9,29490.4,17391.3,67600.9,66594.5,60993.8,0.120152832466239
VFID0287,184.95793,64.09014,1353.3,9.574614,PGC2664300,197.402,324.91,183.815,106.731,-22.8722,208.122,395.634,0.272679101186234
VFID0288,140.08109,64.080635,1720.7949,120.7985,,39.0943,34.4744,79.9391,61.5413,505.134,583.132,35.8158,0.319079340739359
VFID0290,187.976,64.04315,2854.3,9.228291,SDSSJ123154.23+640235.2,86.7024,151.685,103.025,59.882,168.619,-154.875,202.301,0.170200645318809
VFID0293,163.77641,63.99321,1701.8,31.341606,UGC06027,419.837,651.004,144.786,52.3894,619.265,4487.48,648.745,0.403152513405462
VFID0294,188.19861,63.93921,2515.5,77.11187,NGC4521,7267.36,14698.7,25442,13555.5,6288.15,2158.77,37196.3,0.0897011543563066
VFID0294,188.19861,63.93921,2515.5,77.11187,NGC4521,0,0,0,0,0,0,0,0.160968428460751
VFID0296,204.47293,63.91947,2641,11.537753,PGC3138807,178.425,274.428,144.103,76.8892,-3.47782,122.665,317.251,0.288837983574556
VFID0297,182.74162,63.91458,2617,49.78761,UGC07179,2712.66,6428.52,17455.8,11563,59920.5,92276.8,13373.5,0.562002882253714
VFID0298,150.47939,63.89265,1702.1,27.171978,PGC090973,227.201,349.112,187.366,87.309,55.4179,1646.74,440.747,0.43906193589836
VFID0299,181.80058,63.890717,1425.8,24.78114,PGC038459,1792.28,3084.15,2080.33,1111.56,1681.74,615.016,4332.72,0.523311743935874
VFID0301,188.14114,63.877678,2965.5,45.094257,UGC07700,1469.55,2270.23,1355.55,744.315,2517.44,4167.08,3047.48,0.931521392668979
VFID0301,188.14114,63.877678,2965.5,45.094257,UGC07700,1868.39,2840.86,1627.98,893.508,3039.68,5422.81,3765.66,0.993926063674713
VFID0303,173.42159,63.823853,2075.3,7.2966123,PGC3138727,97.2999,96.4018,44.9648,28.0765,100.489,1321.77,81.6014,0.0482943515051848
VFID0305,188.60197,63.80229,2525.4,9.059855,SDSSJ123424.47+634808.2,69.2461,105.526,62.503,33.1942,19.9294,-260.779,128.662,0.028709260324915
VFID0308,183.60329,63.77053,2895.7,15.31515,PGC213955,567.373,880.495,630.116,362.314,832.29,767.809,1162.87,0.185699978439856
VFID0310,156.59038,63.709328,1727.8,7.8004785,SDSSJ102621.68+634233.3,65.4636,86.8775,44.507,23.6832,-20.7483,-323.329,94.9224,0.274322280416525
VFID0312,202.09276,63.685463,1792.7,7.8184605,PGC3138619,57.5575,76.8238,37.2267,24.5732,-13.0089,196.01,80.989,0.462028769568016
VFID0313,165.85306,63.67315,1675.3,8.224723,SDSSJ110324.72+634023.4,66.3771,79.3879,34.8306,19.8425,29.1045,-141.213,82.1057,0.185406204672774
VFID0314,193.97585,63.611958,2768.4,36.908062,UGC08059,1817.72,4128.21,7888.14,4827.88,19347.6,16734.4,8100.76,0.386176145799364
VFID0315,264.1554,63.583866,1199.5,9.820221,PGC084875,413.174,703.993,860.094,561.946,3380.11,10267.3,1076.98,0.291956387049712
VFID0315,264.1554,63.583866,1199.5,9.820221,PGC084875,446.302,740.91,836.854,539.629,3274.79,8532.59,1109.54,0.355508937691681
VFID0316,188.64229,63.525055,2664.1,72.96612,NGC4545,0,0,0,0,0,0,0,0.107583804630674
VFID0316,188.64229,63.525055,2664.1,72.96612,NGC4545,6793.16,11478.6,9467.3,5705.93,28586.7,36802.6,17230,0.0376248923472386
VFID0318,190.23883,63.51965,2497.7,60.272785,UGC07848,2557.26,4527.71,3351.22,1824.64,4866.94,7103.35,6601.09,0.693606363866247
VFID0320,174.98306,63.455517,3160.5,9.122655,PGC3138457,65.9517,95.1385,57.0253,29.358,-9.95315,-31.2735,113.671,0.141162002859628
VFID0320,174.98306,63.455517,3160.5,9.122655,PGC3138457,65.9564,95.1504,57.5516,29.7337,-7.98511,-53.6605,113.685,0.141223730582956
VFID0322,184.05348,63.443226,2801.8,18.035212,PGC2655758,0,0,0,0,0,0,0,0.982797380374301
VFID0323,178.88063,63.44044,3069.3,24.441128,PGC037445,1.2377,1.25649,4.20342,4.21903,75.1163,498.76,1.10264,0.60197164643791
VFID0323,178.88063,63.44044,3069.3,24.441128,PGC037445,1.27561,1.34912,4.12153,4.21104,73.0274,617.707,1.14877,0.674615553699194
VFID0326,179.96167,63.42629,1332.5,18.286106,PGC2655453,309.051,491.633,386.296,223.763,125.851,-408.2,661.301,0.363645636417069
VFID0327,184.23254,63.40992,2759.1,52.01412,NGC4238,0,0,0,0,0,0,0,0.139941673585032
VFID0328,160.54422,63.408672,1714.5,22.341959,PGC2655141,299.31,424.197,216.188,121.401,59.255,-1633.93,510.703,0.634023214137932
VFID0330,170.22997,63.404526,3294.5,31.054264,UGC06354,851.547,1295.07,916.61,533.665,1282.91,1344.05,1743.62,0.275298449837559
VFID0333,184.07196,63.388393,2781.2,12.767952,PGC213963,283.761,388.744,151.143,66.5303,-241.748,-53.2256,433.659,0.562561298770942
VFID0334,170.87852,63.367214,2914.2,20.096539,PGC034976,635.513,1154.78,1159.46,708.443,2865.27,7933.65,1714.96,0.0486566805601257
VFID0335,190.92778,63.361214,2685.5,10.306739,PGC2654321,235.065,322.032,193.59,108.066,209.491,520.629,381.402,0.180452330256244
VFID0336,181.6295,63.35251,2874.8,11.511217,2MASXJ12063113+6321086,256.231,351.87,221.053,122.502,353.317,1886.96,386.178,0.202115790703273
VFID0337,190.14807,63.349842,2631.3,26.984928,UGC07837,1002.64,1529.66,929.348,509.185,1107.3,3171.35,1633.71,0.803445315967148
VFID0338,157.47195,63.30832,1642.6,7.34719,PGC2653409,88.6507,131.853,80.8492,49.338,69.9451,119.667,159.267,0.145217289519922
VFID0339,169.65149,63.280666,3212.3,25.300043,PGC034582,0,0,0,0,0,0,0,0.107542433379938
VFID0339,169.65149,63.280666,3212.3,25.300043,PGC034582,1730.01,2592.69,2057.19,1277,6511.12,12216.8,3296.09,0.147777734232164
VFID0340,173.33606,63.280075,1257.3,69.682106,UGC06534,0,0,0,0,0,0,0,0.911554473250123
VFID0340,173.33606,63.280075,1257.3,69.682106,UGC06534,0,30.8228,30.7505,12.0656,-26.8558,-1541.36,74.3429,0.888626565192183
VFID0341,169.25888,63.26901,3168.8,15.105019,SDSSJ111702.13+631608.3,705.685,1161.76,4387.18,917.117,-84.4411,-544.266,1245.33,0.487242315829139
VFID0342,161.65347,63.22415,1012.3,122.21408,NGC3359,34003.4,54869.2,28085.1,16477.6,76821.6,138161,63478,0.406173338587946
VFID0345,181.33736,63.15661,2962.1,23.127104,UGC07079,1086.22,1606.01,1146.06,668.195,2144.23,2764.12,1977.25,0.329187757681534
VFID0348,174.75189,63.142845,3168.3,17.302994,2MASXJ11390044+6308339,577.325,878.433,697.276,444.038,2517.42,10974.8,1049.36,0.0866855250842572
VFID0348,174.75189,63.142845,3168.3,17.302994,2MASXJ11390044+6308339,0,0,0,0,0,0,0,0.189046219475841
VFID0349,245.19673,63.122272,3077.1335,33.374664,,311.816,762.353,1196.35,711.649,514.217,-67.206,1483.71,0.0515101954744246
VFID0349,245.19673,63.122272,3077.1335,33.374664,,290.689,717.493,1147.08,682.323,482.591,-387.505,1400.7,0.0533215499618913
VFID0350,245.21,63.121113,3083.8,26.310024,PGC091528,173.78,173.78,-177.741,-138.148,-979.678,-4182.58,173.78,0.00688824038831042
VFID0351,253.01509,63.11576,3109.6,22.704987,IC1235,1128.21,1593.84,1286.39,787.402,4360.41,7465.97,2090.25,0.669119202063796
VFID0353,201.14452,63.092316,2865.9,25.300043,UGC08436,1623.65,2454.47,1509.81,872.958,4006.64,3682.5,2919,0.712099224029704
VFID0354,253.17336,63.026363,3012.4,12.975415,PGC3138199,200.914,264.172,129.097,64.8017,80.8538,21.7074,286.972,0.682128657407752
VFID0355,170.36131,63.02449,3232.9,26.492397,UGC06365,398.42,641.576,424.671,232.913,350.297,530.057,864.772,0.217914186425225
VFID0356,202.68774,63.024025,2378.8,10.188758,PGC3138198,253.644,360.555,199.875,112.546,117.214,-312.518,412.558,0.397086186373973
VFID0357,169.80121,63.021465,3246.8,22.445086,PGC034629,315.752,488.786,301.962,162.7,-9.17151,391.963,647.578,0.196204828987445
VFID0358,191.3699,63.008953,2688.6,22.915073,SDSSJ124528.73+630032.1,202.862,308.268,154.124,77.495,-136.431,2201.53,359.927,0.874400701414171
VFID0359,180.43895,62.96869,2611.4,21.140793,PGC2647063,499.477,671.03,384.335,222.638,274.073,707.126,794.936,0.04253836317202
VFID0360,146.93166,62.86034,2457.7,11.943215,SDSSJ094743.61+625137.2,147.923,192.748,96.4719,59.2919,470.645,2395.39,205.413,0.239406584578725
VFID0360,146.93166,62.86034,2457.7,11.943215,SDSSJ094743.61+625137.2,147.158,191.819,95.105,55.9454,440.908,1619.03,204.129,0.237824164504322
VFID0361,206.79626,62.83507,1496.3,13.618249,SDSSJ134711.12+625006.2,199.976,283.003,132.217,77.7024,-241.817,-318.252,344.019,0.485258644485805
VFID0362,202.38382,62.82451,2791.9,31.777613,UGC08491,563.826,914.766,757.875,438.361,923.868,1573.35,1272.14,0.400137968828072
VFID0363,175.17325,62.771065,3121.3,22.548687,PGC2643061,283.551,485.628,430.221,252.611,478.843,1374.46,688.8,0.0560530426887093
VFID0364,203.04332,62.767742,2860.4,55.09615,NGC5218,0,0,0,0,0,0,0,0.336337817847072
VFID0364,203.04332,62.767742,2860.4,55.09615,NGC5218,6213.64,13418.5,19376.1,12141.2,70289.1,-125933,24283.5,0.598810135003674
VFID0366,228.33702,62.729366,2360.8,28.715822,UGC09784,1.254,2.7325,17.417,8.79948,45.1665,-158.667,3.52162,0.704151518813373
VFID0367,130.74287,62.705547,1319,28.387115,PGC101469,571.561,1210.23,1768.65,1096.13,3630.86,7516.12,2123.01,0.414773359550496
VFID0368,203.02869,62.70072,2923.9,50.830135,NGC5216,0,0,0,0,0,0,0,0.240701524581897
VFID0368,203.02869,62.70072,2923.9,50.830135,NGC5216,5157.95,11154.2,13009,7176.85,4661.81,3292.22,19010.1,0.242405278864198
VFID0369,206.38115,62.659313,1894.7,17.104929,PGC3138016,292.991,407.643,231.114,121.975,207.323,968.942,496.424,0.442071013888149
VFID0370,243.6255,62.536694,2876.1,41.506992,IC1210,0,0,0,0,0,0,0,0.528223712962538
VFID0370,243.6255,62.536694,2876.1,41.506992,IC1210,2751.28,4861.72,6984.45,4483.62,29630.1,43956.2,7976.78,0.239673265764271
VFID0371,202.51501,62.511536,1760.3,47.546795,NGC5205,5639.45,10680.5,11171.7,6329.65,13074.8,15036.8,17126.4,0.0986554401607158
VFID0374,142.39407,62.490616,1481,70.00374,NGC2880,15241.6,30641.9,40765.4,21972.8,8410.17,6375.57,52466.6,0.162386789560011
VFID0375,169.8578,62.48393,3245.4,12.448622,PGC034649,350.826,476.625,859.711,584.817,4971.73,16427.2,503.897,0.117827822964599
VFID0376,261.87704,62.45804,3016.5,2.91153,SDSSJ172730.51+622729.0,54.4818,77.0798,42.8387,25.1386,-22.8934,-1149.9,86.8305,0.401894448977169
VFID0378,245.21732,62.433933,3015.6396,0.290445,,0,0,0,0,0,0,0,0.736822009012248
VFID0378,245.21732,62.433933,3015.6396,0.290445,,0,0,0,0,0,0,0,0.736822009012248
VFID0379,256.1066,62.42869,3228.4,100,SDSSJ170425.58+622543.0,0.261526,0.739752,3.58993,1.38959,-5.55555,-543.736,4.03212,0.0385834920546305
VFID0380,262.5694,62.42681,2991.3,9.101673,PGC3137916,57.4554,87.3049,57.886,34.6636,51.9413,-125.551,111.267,0.23631053863906
VFID0381,180.62146,62.41724,1533.5,38.029556,UGC07019,1258.01,1893.24,1012.52,540.358,625.524,1320.68,2436.3,0.663491683698203
VFID0382,162.82034,62.41339,1648,9.752619,PGC2636198,139.656,187.139,103.842,59.5575,7.36432,770.293,213.383,0.570192773621316
VFID0383,182.16884,62.381664,2881.3,23.93984,UGC07128,148.594,148.594,315.316,133,-817.043,1096.58,148.594,0.00423388609554669
VFID0383,182.16884,62.381664,2881.3,23.93984,UGC07128,533.636,755.772,374.479,187.54,-804.119,-2572.99,805.72,0.810786251129505
VFID0388,237.85522,62.310036,831.5,174.22932,NGC6015,47715.1,73468.8,49379.6,28584.3,159879,179781,136686,0.83317507452357
VFID0388,237.85522,62.310036,831.5,174.22932,NGC6015,0,0,0,0,0,0,0,0.137334183859339
VFID0389,197.22707,62.306347,2849.6,26.492397,UGC08237,0,0,0,0,0,0,0,0.0688035275676946
VFID0389,197.22707,62.306347,2849.6,26.492397,UGC08237,4486.58,7799.33,12500,7342.3,32313,63139.3,12253.9,0.105266780991124
VFID0390,182.4455,62.268513,2609.5,61.818897,UGC07153,1331.2,2207.12,2157.77,1280.76,3381.62,4804.93,3200.7,0.455253974273274
VFID0391,191.05025,62.247456,2622.7,18.841751,PGC042889,596.402,901.851,510.34,274.329,445.617,1856.56,991.855,0.241148652682251
